Class-01 | Maths | Intro : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6362660621112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-40 | G.A | DICGC/Banking Ombudsman : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6366565915112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-41 | G.A | KCC/MSP/CSR : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6366609023112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-42 | G.A | MSME/SEZ/RIDF : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6366638951112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-43 | G.A | PSU Status / PDS : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6366721035112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-44 | G.A | KYC/NSC/KVP : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6366755788112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-45 | G.A | Basel Norms : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6366797626112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-46 | G.A | NPA : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6366892948112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-47 | G.A | Insolvency & Bankruptcy : https://www.youtube.com/embed/rUHHbXebIAI
Class-48 | G.A | Static GK - Parliament/Central Bank/Border/Sports : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6367105849112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-49 | G.A | Festival/Dance/State & UT : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6367211802112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-50 | G.A | Report/Fair/Ports/Lake : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6367374917112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-51 | G.A | Tiger Reserve/National Park/Ramsar Site/Heritage Site : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6367423057112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
